ITEM,NAME,DATA
44,- ձեռքբերում,2022
71,2.4. Արտաբյուջետային հաշվի ելքերի ֆինանսավորմանն ուղղվող հաշվի տարեսկզբի միջոցներ,2022
72,2.5. Արտաբյուջետային հաշվից համապատասխան բյուջե փոխանցվող միջոցներ,2022
74,2.7. Արտաբյուջետային հաշվի ժամանակավորապես ազատ միջոցներ,2022
81,2.4. Արտաբյուջետային հաշվի ելքերի ֆինանսավորմանն ուղղվող հաշվի տարեսկզբի միջոցներ,2022
82,2.5. Արտաբյուջետային հաշվից համապատասխան բյուջե փոխանցվող միջոցներ,2022
84,2.7. Արտաբյուջետային հաշվի ժամանակավորապես ազատ միջոցներ,2022
4110,Դրամով վճարվող աշխատավարձեր եւ հավելավճարներ,2022
4111,- Աշխատողների աշխատավարձեր եւ հավելավճարներ,2022
4112,"- Պարգեւատրումներ, դրամական խրախուսումներ եւ հատուկ վճարներ
",2022
4113,"- Քաղաքացիական, դատական եւ պետական այլ ծառայողների պարգեւատրում
",2022
4114,"- ՀՀ  ֆինանսների եւ էկոնոմիկայի նախարարության, հարկային եւ մաքսային մարմինների աշխատողների պարգեւատրում` օրենքի համաձայն
",2022
4115,- Այլ վարձատրություններ,2022
4120,"Բնեղեն աշխատավարձեր եւ հավելավճարներ
",2022
4121,"- Բնեղեն աշխատավարձեր եւ հավելավճարներ
",2022
4130,Փաստացի սոցիալական ապահովության վճարներ (գործատուի կողմից),2022
4131,Փաստացի սոցիալական ապահովության վճարներ (գործատուի կողմից),2022
4132,- Սոցիալական ապահովագրության այլ վճարներ,2022
4210,"Շարունակական ծախսեր
",2022
4211,"- Գործառնական եւ բանկային ծառայությունների ծախսեր
",2022
4212,"- Էներգետիկ ծառայություններ
",2022
4213,"- Կոմունալ ծառայություններ
",2022
4214,"- Կապի ծառայություններ
",2022
4215,"- Ապահովագրական ծախսեր
",2022
4216,"- Գույքի եւ սարքավորումների վարձակալություն
",2022
4217,"- Արտագերատեսչական ծախսեր
",2022
4220,Գործուղումների եւ շրջագայությունների ծախսեր,2022
4221,Գործուղումների եւ շրջագայությունների ծախսեր,2022
4222,Գործուղումների եւ շրջագայությունների ծախսեր,2022
4229,Գործուղումների եւ շրջագայությունների ծախսեր,2022
4230,Այլ պայմանագրային ծառայությունների ձեռքբերում,2022
4231,"- Վարչական ծառայություններ
",2022
4232,"- Համակարգչային ծառայություններ
",2022
4233,"- Աշխատակազմի մասնագիտական զարգացման ծառայություններ
",2022
4234,"- Տեղեկատվական ծառայություններ
",2022
4235,"- Կառավարչական ծառայություններ
",2022
4236,"- Կենցաղային եւ հանրային սննդի ծառայություններ
",2022
4237,"- Ներկայացուցչական ծախսեր
",2022
4239,"- Ընդհանուր բնույթի այլ ծառայություններ
",2022
4240,Այլ մասնագիտական ծառայությունների ձեռքբերում,2022
4241,"- Մասնագիտական ծառայություններ
",2022
4250,Ընթացիկ նորոգում եւ պահպանում (ծառայություններ եւ նյութեր),2022
4251,"- Շենքերի եւ կառույցների ընթացիկ նորոգում եւ պահպանում
",2022
4252,"- Մեքենաների եւ սարքավորումների ընթացիկ նորոգում եւ պահպանում
",2022
4260,Նյութեր,2022
4261,"- Գրասենյակային նյութեր եւ հագուստ
",2022
4262,"- Գյուղատնտեսական ապրանքներ
",2022
4263,"- Վերապատրաստման եւ ուսուցման նյութեր (աշխատողների զարգացման)
",2022
4264,"- Տրանսպորտային նյութեր
",2022
4265,"- Շրջակա միջավայրի պաշտպանության եւ գիտական նյութեր
",2022
