ITEM,NAME,DATA
44,- ձեռքբերում,2021
71,2.4. Արտաբյուջետային հաշվի ելքերի ֆինանսավորմանն ուղղվող հաշվի տարեսկզբի միջոցներ,2021
72,2.5. Արտաբյուջետային հաշվից համապատասխան բյուջե փոխանցվող միջոցներ,2021
74,2.7. Արտաբյուջետային հաշվի ժամանակավորապես ազատ միջոցներ,2021
81,2.4. Արտաբյուջետային հաշվի ելքերի ֆինանսավորմանն ուղղվող հաշվի տարեսկզբի միջոցներ,2021
82,2.5. Արտաբյուջետային հաշվից համապատասխան բյուջե փոխանցվող միջոցներ,2021
84,2.7. Արտաբյուջետային հաշվի ժամանակավորապես ազատ միջոցներ,2021
4110,Դրամով վճարվող աշխատավարձեր եւ հավելավճարներ,2021
4111,- Աշխատողների աշխատավարձեր եւ հավելավճարներ,2021
4112,"- Պարգեւատրումներ, դրամական խրախուսումներ եւ հատուկ վճարներ
",2021
4113,"- Քաղաքացիական, դատական եւ պետական այլ ծառայողների պարգեւատրում
",2021
4114,"- ՀՀ  ֆինանսների եւ էկոնոմիկայի նախարարության, հարկային եւ մաքսային մարմինների աշխատողների պարգեւատրում` օրենքի համաձայն
",2021
4115,- Այլ վարձատրություններ,2021
4120,"Բնեղեն աշխատավարձեր եւ հավելավճարներ
",2021
4121,"- Բնեղեն աշխատավարձեր եւ հավելավճարներ
",2021
4130,Փաստացի սոցիալական ապահովության վճարներ (գործատուի կողմից),2021
4131,Փաստացի սոցիալական ապահովության վճարներ (գործատուի կողմից),2021
4132,- Սոցիալական ապահովագրության այլ վճարներ,2021
4210,"Շարունակական ծախսեր
",2021
4211,"- Գործառնական եւ բանկային ծառայությունների ծախսեր
",2021
4212,"- Էներգետիկ ծառայություններ
",2021
4213,"- Կոմունալ ծառայություններ
",2021
4214,"- Կապի ծառայություններ
",2021
4215,"- Ապահովագրական ծախսեր
",2021
4216,"- Գույքի եւ սարքավորումների վարձակալություն
",2021
4217,"- Արտագերատեսչական ծախսեր
",2021
4220,Գործուղումների եւ շրջագայությունների ծախսեր,2021
4221,Գործուղումների եւ շրջագայությունների ծախսեր,2021
4222,Գործուղումների եւ շրջագայությունների ծախսեր,2021
4229,Գործուղումների եւ շրջագայությունների ծախսեր,2021
4230,Այլ պայմանագրային ծառայությունների ձեռքբերում,2021
4231,"- Վարչական ծառայություններ
",2021
4232,"- Համակարգչային ծառայություններ
",2021
4233,"- Աշխատակազմի մասնագիտական զարգացման ծառայություններ
",2021
4234,"- Տեղեկատվական ծառայություններ
",2021
4235,"- Կառավարչական ծառայություններ
",2021
4236,"- Կենցաղային եւ հանրային սննդի ծառայություններ
",2021
4237,"- Ներկայացուցչական ծախսեր
",2021
4239,"- Ընդհանուր բնույթի այլ ծառայություններ
",2021
4240,Այլ մասնագիտական ծառայությունների ձեռքբերում,2021
4241,"- Մասնագիտական ծառայություններ
",2021
4250,Ընթացիկ նորոգում եւ պահպանում (ծառայություններ եւ նյութեր),2021
4251,"- Շենքերի եւ կառույցների ընթացիկ նորոգում եւ պահպանում
",2021
4252,"- Մեքենաների եւ սարքավորումների ընթացիկ նորոգում եւ պահպանում
",2021
4260,Նյութեր,2021
4261,"- Գրասենյակային նյութեր եւ հագուստ
",2021
4262,"- Գյուղատնտեսական ապրանքներ
",2021
4263,"- Վերապատրաստման եւ ուսուցման նյութեր (աշխատողների զարգացման)
",2021
4264,"- Տրանսպորտային նյութեր
",2021
4265,"- Շրջակա միջավայրի պաշտպանության եւ գիտական նյութեր
",2021
4266,- Առողջապահական եւ լաբորատոր նյութեր,2021
4267,"- Կենցաղային եւ հանրային սննդի նյութեր
",2021
4269,"- Հատուկ նպատակային այլ նյութեր
",2021
4410,- Ներքին տոկոսավճարներ,2021
4411,"- Ներքին արժեթղթերի տոկոսավճարներ
",2021
4412,"- Ներքին վարկերի տոկոսավճարներ
",2021
4420,- Արտաքին տոկոսավճարներ,2021
4421,"- Արտաքին արժեթղթերի գծով տոկոսավճարներ
",2021
4422,"- Արտաքին վարկերի գծով տոկոսավճարներ
",2021
4430,"- Փոխառությունների հետ կապված վճարներ
",2021
4431,"- Փոխանակման կուրսերի բացասական տարբերություն
",2021
4432,"- Տույժեր
",2021
4433,"- Փոխառությունների գծով տուրքեր
",2021
4510,Սուբսիդիաներ պետական կազմակերպություններին,2021
4511,"- Սուբսիդիաներ ոչ ֆինանսական պետական կազմակերպություններին
",2021
4512,"- Սուբսիդիաներ  ֆինանսական պետական կազմակերպություններին
",2021
4520,Սուբսիդիաներ ոչ պետական կազմակերպություններին,2021
4521,"- Սուբսիդիաներ ոչ  պետական ոչ ֆինանսական կազմակերպություններին
",2021
4522,"- Սուբսիդիաներ ոչ պետական ֆինանսական կազմակերպություններին
",2021
4610,Դրամաշնորհներ օտարերկրյա կառավարություններին,2021
4611,- Ընթացիկ դրամաշնորհներ օտարերկրյա կառավարություններին,2021
4612,- Կապիտալ դրամաշնորհներ օտարերկրյա  կառավարություններին,2021
4620,Դրամաշնորհներ միջազգային  կազմակերպություններին,2021
4621,- Ընթացիկ դրամաշնորհներ միջազգային կազմակերպություններին,2021
4622,- Կապիտալ դրամաշնորհներ միջազգային  կազմակերպություններին,2021
4630,Ընթացիկ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2021
4631,- Ընթացիկ դրամաշնորհներ պետական կառավարման հատվածին,2021
4632,- Ընթացիկ սուբվենցիաներ համայնքներին,2021
4633,- Պետական բյուջեից համայնքների բյուջեներին ֆինանսական  համահարթեցման սկզբունքով տրվող դոտացիաներ,2021
4634,"- Օրենքների կիրարկման արդյունքում համայնքների բյուջեների կորուստների փոխհատուցում
",2021
4635,- Այլ ընթացիկ դրամաշնորհներ համայնքներին,2021
4636,"- Ընթացիկ դրամաշնորհներ Սոցիալական ապահովագրության պետական հիմնադրամին
",2021
4637,- Ընթացիկ դրամաշնորհներ պետական եւ համայնքային ոչ առեւտրային կազմակերպություններին,2021
4638,- Ընթացիկ դրամաշնորհներ պետական եւ համայնքների առեւտրային կազմակերպություններին,2021
4639,- Այլ ընթացիկ դրամաշնորհներ,2021
4650,Կապիտալ դրամաշնորհներ պետական հատվածի այլ մակարդակներին,2021
4651,"- Կապիտալ դրամաշնորհներ պետական կառավարման հատվածին
",2021
4652,"- Կապիտալ սուբվենցիաներ համայնքներին
",2021
4653,"- Այլ կապիտալ դրամաշնորհներ համայնքներին
",2021
4654,"- Կապիտալ դրամաշնորհներ  Սոցիալական ապահովագրության պետական հիմնադրամին
",2021
4655,"- Կապիտալ դրամաշնորհներ պետական եւ համայնքային ոչ առեւտրային կազմակերպություններին
",2021
4656,"- Կապիտալ դրամաշնորհներ պետական եւ համայնքների առեւտրային կազմակերպություններին
",2021
4657,"- Այլ կապիտալ դրամաշնորհներ
",2021
4710,"Սոցիալական ապահովության նպաստներ (պարտադիր սոցիալական ապահովագրության կազմակերպություններ)
",2021
