CONTID,CONTRACT,FILENAME,FILENAMEBC
5,739541001,https://armeps.am/ppcm/public/contracts/download-attachment?id=99e55584-44cd-4c11-961e-26092ffb1aaa;https://armeps.am/ppcm/public/contracts/download-attachment?id=7626f9ce-833d-431d-ae3e-0e1c18c51e48;https://armeps.am/ppcm/public/contracts/download-attachment?id=54c05c9e-e524-419d-a593-238ac47897e2;https://armeps.am/ppcm/public/contracts/download-attachment?id=2f0f49fe-abc4-4c2d-bb99-30a4d7b45553;https://armeps.am/ppcm/public/contracts/download-attachment?id=2233ba04-7874-466f-8e9b-e7050caee12e,76048082-gaz.pdf;74918950-24.pdf
5,739542001,https://armeps.am/ppcm/public/contracts/download-attachment?id=73fb0079-cb23-4d40-8434-8a49828377a3;https://armeps.am/ppcm/public/contracts/download-attachment?id=5243046c-ab06-4e03-b83f-f2662ac2febe;https://armeps.am/ppcm/public/contracts/download-attachment?id=69a74a51-aa6b-4d03-beec-1a325480e9d0;https://armeps.am/ppcm/public/contracts/download-attachment?id=95f36ec4-3732-4601-9081-5ded0dcab8fd,74714921-1.pdf;75886277-1.pdf
6,739540001,https://armeps.am/ppcm/public/contracts/download-attachment?id=3df82f41-e58a-49fa-86d7-e1ea73647e40;https://armeps.am/ppcm/public/contracts/download-attachment?id=8a1e0447-8fa9-440a-a05e-1c0e96a1c459,74919199-1.pdf
6,747777001,https://armeps.am/ppcm/public/contracts/download-attachment?id=805c4469-2ea7-42de-b70c-1dcd3067d7ff;https://armeps.am/ppcm/public/contracts/download-attachment?id=69451e14-fdf4-4016-b355-929946ef2874,75422960-g.pdf;74580057-1.pdf
6,794007001,https://armeps.am/ppcm/public/contracts/download-attachment?id=b06d02c9-6e1b-465e-93f1-f3f643a191fe;https://armeps.am/ppcm/public/contracts/download-attachment?id=81f5a068-f963-4cbb-8d67-7baf2a6115c0,
7,727211001,https://armeps.am/ppcm/public/contracts/download-attachment?id=6e0cd52c-e91b-4cb1-84a7-96673b7d1039;https://armeps.am/ppcm/public/contracts/download-attachment?id=9a83a8c6-395b-46ea-b929-17c9dda05be9,74722610-17.pdf;74715867-1.pdf;74722672-10.pdf;75716179-1.pdf
7,747778001,https://armeps.am/ppcm/public/contracts/download-attachment?id=e42219ed-9743-417f-9bfa-27d45b3914d9,75832076-1.pdf;76026255-1.pdf
7,757017001,https://armeps.am/ppcm/public/contracts/download-attachment?id=473bb90d-9f2d-4cf2-9385-437a1adbafb2;https://armeps.am/ppcm/public/contracts/download-attachment?id=6fad2fc8-5273-4aa9-90f6-af600a08bc54,75717619-1.pdf;74747660-1.pdf
7,757018001,https://armeps.am/ppcm/public/contracts/download-attachment?id=c6bf5dc5-cd9b-48bf-8b21-b5df8b933832;https://armeps.am/ppcm/public/contracts/download-attachment?id=b2dc910f-3d18-49e7-8ad3-003bcf914820;https://armeps.am/ppcm/public/contracts/download-attachment?id=6fee89fa-98d6-4467-a461-b055ac3070af;https://armeps.am/ppcm/public/contracts/download-attachment?id=1fae1a8f-8cac-4728-923f-97bc49b5cb1c;https://armeps.am/ppcm/public/contracts/download-attachment?id=c09f002a-d372-4b7d-a040-d25101510272;https://armeps.am/ppcm/public/contracts/download-attachment?id=a4f364c6-6e3a-4c8b-8e3d-76465db50822;https://armeps.am/ppcm/public/contracts/download-attachment?id=b61c8058-c5ac-4cef-b6d3-18882cde353e,75615464-1.pdf;74747533-1.pdf
7,774988001,https://armeps.am/ppcm/public/contracts/download-attachment?id=941cd205-6099-46fe-8b4c-382b2f5f4d65;https://armeps.am/ppcm/public/contracts/download-attachment?id=4fd685cf-debc-443f-bb16-7cf510750555,74722862-1.pdf
