GROWP,SUBGROUP,CLASS,PROGRAM,NAME,DATA
1,0,0,0,ԸՆԴՀԱՆՈՒՐ ԲՆՈՒՅԹԻ ՀԱՆՐԱՅԻՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ,2021
1,1,0,0,"Օրենսդիր եւ գործադիր  մարմիններ, պետական կառավարում, ֆինանսական եւ հարկաբյուջետային հարաբերություններ, արտաքին հարաբերություններ",2021
1,1,1,0,"Օրենսդիր եւ  գործադիր մարմիններ, պետական կառավարում",2021
1,1,1,1,ՀՀ Ազգային ժողովի աշխատակազմի եւ պատգամավորների պահպանում,2021
1,1,1,2,ՀՀ Վերահսկիչ պալատի պահպանում,2021
1,1,1,3,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2021
1,1,1,4,Հայաստանի Հանրապետության համայնքային բյուջեներին  սուբվենցիաների տրամադրում,2021
1,1,1,5,ՀՀ վերահսկիչ պալատի պահուստային ֆոնդ,2021
1,1,1,6,ՀՀ Ազգային ժողովի աշխատակազմի կարողությունների զարգացում,2021
1,1,1,7,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2021
1,1,1,8,ՀՀ տնտեսական զարգացման եւ ներդրումների նախարարության Շուկայի վերահսկողության տեսչական մարմնի պահպանում,2021
1,1,1,9,ՀՀ արդարադատության նախարարության  «Անձնական տվյալների պաշտպանության գործակալության»  պահպանում,2021
1,1,1,10,«Հայաստանի Հանրապետության արդարադատության նախարարության եւ ԱՄՆ ՄԶԳ-ի միջեւ 2016թվականի սեպտեմբերի 13-ին կնքված N AAG-111-G-13-001 Զարգացման համագործակցության համաձայնագրի ներքո իրականացվող» դրամաշնորհային ծրագիր,2021
1,1,1,11,ՀՀ բնապահպանության նախարարության բնապահպանության եւ ընդերքի տեսչական մարմնի պահպանում,2021
1,1,1,12,ՀՀ առողջապահության նախարարության առողջապահական տեսչական մարմնի պահպանում,2021
1,1,1,13,Տվյալների փոխանակման միջգերատեսչական կապի ապահովում,2021
1,1,1,14,ՀՀ պետական վերահսկողական ծառայության տեխնիկական հագեցվածության բարելավում,2021
1,1,1,15,ՀՀ վարչապետին ՀՀ Սահմանադրությամբ եւ օրենքներով վերապահված վերահսկողական լիազորությունների իրականացման ապահովում,2021
1,1,1,16,Քաղաքաշինության եւ ճարտարապետության բնագավառում վերահսկողության ծառայություններ,2021
1,1,1,17,Կրթության ոլորտում վերահսկողության ծառայություններ,2021
1,1,1,18,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,2021
1,1,1,19,Հանրային խորհրդի գործունեության ապահովում,2021
1,1,1,20,ՀՀ Ազգային ժողովի շենքային պայմանների բարելավում,2021
1,1,1,21,ՀՀ Ազգային ժողովի շենքային ապահովվածության բարելավում,2021
1,1,1,22,Արտասահմանյան պատվիրակությունների ընդունելություններ,2021
