GROWP,SUBGROUP,CLASS,PROGRAM,NAME,DATA
1,0,0,0,ԸՆԴՀԱՆՈՒՐ ԲՆՈՒՅԹԻ ՀԱՆՐԱՅԻՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ,2022
1,1,0,0,"Օրենսդիր եւ գործադիր  մարմիններ, պետական կառավարում, ֆինանսական եւ հարկաբյուջետային հարաբերություններ, արտաքին հարաբերություններ",2022
1,1,1,0,"Օրենսդիր եւ  գործադիր մարմիններ, պետական կառավարում",2022
1,1,1,1,ՀՀ Ազգային ժողովի աշխատակազմի եւ պատգամավորների պահպանում,2022
1,1,1,2,ՀՀ Վերահսկիչ պալատի պահպանում,2022
1,1,1,3,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2022
1,1,1,4,ՀՀ վերահսկիչ պալատի պահուստային ֆոնդ,2022
1,1,1,5,ՀՀ Ազգային ժողովի աշխատակազմի կարողությունների զարգացում,2022
1,1,1,6,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2022
1,1,1,7,ՀՀ տնտեսական զարգացման եւ ներդրումների նախարարության Շուկայի վերահսկողության տեսչական մարմնի պահպանում,2022
1,1,1,8,ՀՀ արդարադատության նախարարության  «Անձնական տվյալների պաշտպանության գործակալության»  պահպանում,2022
1,1,1,9,«Հայաստանի Հանրապետության արդարադատության նախարարության եւ ԱՄՆ ՄԶԳ-ի միջեւ 2016թվականի սեպտեմբերի 13-ին կնքված N AAG-111-G-13-001 Զարգացման համագործակցության համաձայնագրի ներքո իրականացվող» դրամաշնորհային ծրագիր,2022
1,1,1,10,ՀՀ բնապահպանության նախարարության բնապահպանության եւ ընդերքի տեսչական մարմնի պահպանում,2022
1,1,1,11,ՀՀ առողջապահության նախարարության առողջապահական տեսչական մարմնի պահպանում,2022
1,1,1,12,ՀՀ պետական վերահսկողական ծառայության տեխնիկական հագեցվածության բարելավում,2022
1,1,1,13,ՀՀ վարչապետին ՀՀ Սահմանադրությամբ եւ օրենքներով վերապահված վերահսկողական լիազորությունների իրականացման ապահովում,2022
1,1,1,14,Քաղաքաշինության եւ ճարտարապետության բնագավառում վերահսկողության ծառայություններ,2022
1,1,1,15,Կրթության ոլորտում վերահսկողության ծառայություններ,2022
1,1,1,16,Սննդամթերքի անվտանգության բնագավառում վերահսկողության իրականացման ծառայություններ,2022
1,1,1,17,Սննդամթերքի անվտանգության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,2022
1,1,1,18,Կրթության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,2022
1,1,1,19,Շուկայի վերահսկողության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում,2022
1,1,1,20,"Քաղաքաշինության, տեխնիկական եւ հրդեհային անվտանգության տեսչական մարմնի տեխնիկական հագեցվածության բարելավում",2022
