CONTID,CONTRACT,FILENAME,FILENAMEBC
5,599492001,https://armeps.am/ppcm/public/contracts/download-attachment?id=221c4048-fd30-4783-a1e9-63e5370555c6;https://armeps.am/ppcm/public/contracts/download-attachment?id=9780362c-5a5f-4ba7-a60f-e6754e196e21,55082189-Sca.pdf;55911147-Scan..pdf;54334569-Scan.pdf
5,599493001,https://armeps.am/ppcm/public/contracts/download-attachment?id=bf39a7de-dc2a-4e74-8843-a6f9f5164f5f,54333538-Scan--.pdf;55880367-Scan.pdf;54998275-Sca.pdf
6,616248001,https://armeps.am/ppcm/public/contracts/download-attachment?id=46ad835f-468d-4472-b87f-4baf0e4d1758,54989161-Scan.pdf;55902923-Scan.pdf;55156167-Sca.pdf
6,620810001,https://armeps.am/ppcm/public/contracts/download-attachment?id=b9ca6101-f476-4f09-88d0-ca769050f05f;https://armeps.am/ppcm/public/contracts/download-attachment?id=f7a208f0-0c60-44e9-9e35-f6b657514768,55728356-Scan.pdf;54937535-Scan.pdf
7,603283001,https://armeps.am/ppcm/public/contracts/download-attachment?id=c6e5d5e3-dc97-44b0-8c05-015a3283bc24,54923932-Scan.pdf;55878914-Scan.pdf;54395915-Scan.pdf
7,607120001,https://armeps.am/ppcm/public/contracts/download-attachment?id=0e9fd39a-095c-4361-8456-e6afde49df45,55735740-Scan.pdf;54562793-Scan.pdf
7,607121001,https://armeps.am/ppcm/public/contracts/download-attachment?id=813a3d59-3b6e-4336-8ff5-6a4fc232a60c,55253386-Scan.pdf;54563090-Scan.pdf;55876646-Scan.pdf
7,608355001,https://armeps.am/ppcm/public/contracts/download-attachment?id=4d2cdbbd-915a-4fe2-b7b2-79fea58ecd9d;https://armeps.am/ppcm/public/contracts/download-attachment?id=bd364086-8b1d-411a-8247-6523378f6b49,55253636-Scan.pdf;54584235-Scan.pdf;55873880-Scan.pdf
7,635666001,https://armeps.am/ppcm/public/contracts/download-attachment?id=92dd61a6-f1c0-44a6-8ed5-ad1c050be3bd,55752041-Scan.pdf
7,635667001,https://armeps.am/ppcm/public/contracts/download-attachment?id=3703c306-b093-41c7-b236-4101cb95da2c;https://armeps.am/ppcm/public/contracts/download-attachment?id=2fe48f5d-8489-4ee8-b420-08829a17b7cc,55752489-Scan.pdf
11,639186001,https://armeps.am/ppcm/public/contracts/download-attachment?id=aa962eaf-6142-48d6-b635-c08785e5b8c2;https://armeps.am/ppcm/public/contracts/download-attachment?id=7c553fe9-e87b-4d42-b695-af7b7ec2452a,
17,635663001,https://armeps.am/ppcm/public/contracts/download-attachment?id=b3fd6b11-ad32-4f66-bb8e-b28bbb07743d,55750774-Scan.pdf
19,633466001,https://armeps.am/ppcm/public/contracts/download-attachment?id=9c97546c-fafa-4d99-afb0-5b67117f1d2f;https://armeps.am/ppcm/public/contracts/download-attachment?id=5b4861aa-78b3-4d56-94e4-2704e86a65dc,55595944-Scan.pdf
19,635664001,https://armeps.am/ppcm/public/contracts/download-attachment?id=8bfc7bdf-aab4-4e65-abad-2d680fb67cdd;https://armeps.am/ppcm/public/contracts/download-attachment?id=6e256635-c8d1-4611-ab76-b30b74092a5a,55752641-Scan.pdf
19,635665001,https://armeps.am/ppcm/public/contracts/download-attachment?id=02493aa7-b210-4595-87ad-de32823b9b76,55751652-Scan.pdf
19,635938001,https://armeps.am/ppcm/public/contracts/download-attachment?id=a52ec65b-7f34-4260-9546-d8c9c1c13d54;https://armeps.am/ppcm/public/contracts/download-attachment?id=3a1171ea-9eae-4dcd-9553-022760224b43,55752689-Scan..pdf
19,639784001,https://armeps.am/ppcm/public/contracts/download-attachment?id=069f437d-c583-47f8-940e-59a38bff9595;https://armeps.am/ppcm/public/contracts/download-attachment?id=ff742dc5-6ef8-4de7-ac19-87f02ac08b79,55938276-Scan..pdf
21,622873001,https://armeps.am/ppcm/public/contracts/download-attachment?id=86b8cce8-0a87-4c96-907c-ca2a02f5d49c;https://armeps.am/ppcm/public/contracts/download-attachment?id=83bae219-5a44-4107-98b5-c1cf55bc9573,55040571-Scan.pdf
23,631249001,https://armeps.am/ppcm/public/contracts/download-attachment?id=66661033-05ab-4f3e-9ee2-d9b644c0db50;https://armeps.am/ppcm/public/contracts/download-attachment?id=82a74c35-e32b-4df1-b669-4c29d791fd62,55477847-Scan.pdf
30,606151001,https://armeps.am/ppcm/public/contracts/download-attachment?id=66344537-cbf1-48ad-8e2e-e5ae1f125e5d,55803140-4212.pdf;55144203-4212.pdf;54456390-4212.pdf
30,606152001,https://armeps.am/ppcm/public/contracts/download-attachment?id=18fb79ed-fe17-4b4f-a28e-8036645b3bfd;https://armeps.am/ppcm/public/contracts/download-attachment?id=a5e753a1-df67-4136-82c8-c269ba4b68cc,55582006-4212.pdf;54456308-4212.pdf;54781724-4212.pdf
31,606153001,https://armeps.am/ppcm/public/contracts/download-attachment?id=4d2a9d53-d08a-42cb-ac8f-0174b2592fb5;https://armeps.am/ppcm/public/contracts/download-attachment?id=0e9baec2-1d23-4480-93f5-d82f9bbebb85;https://armeps.am/ppcm/public/contracts/download-attachment?id=9f6433c7-caad-4c95-b679-5dd2c9f663fe;https://armeps.am/ppcm/public/contracts/download-attachment?id=2fd76ff9-56e8-4bb6-85ea-15670ba50f1f,55890743-4214.pdf;55145759-4214.pdf;54456253-4214.pdf
31,606154001,https://armeps.am/ppcm/public/contracts/download-attachment?id=8a5e4eda-6657-41d2-beaa-621ca68bc706,54881411-4214.pdf;54456460-4214.pdf;55803320-4214.pdf
31,606155001,https://armeps.am/ppcm/public/contracts/download-attachment?id=de5957bb-d315-414a-b910-8962ded51a99,55145856-4214.pdf;54456588-4214.pdf;55833430-4214.pdf
31,619872001,https://armeps.am/ppcm/public/contracts/download-attachment?id=e4507681-35e6-4f58-be0d-8c18ae3b1d56,
31,619873001,https://armeps.am/ppcm/public/contracts/download-attachment?id=12011d20-1c6e-4cab-a9a0-1a7257f819fa,
31,619875001,https://armeps.am/ppcm/public/contracts/download-attachment?id=6dbacc5f-9371-468e-b0d9-198a2698802a;https://armeps.am/ppcm/public/contracts/download-attachment?id=5e50ee52-1308-4e1f-8725-8de9615b3f9f,55927405-4214.pdf;55165706-4214.pdf
31,630018001,https://armeps.am/ppcm/public/contracts/download-attachment?id=6cfceb72-87a2-49a6-a27b-15d5adc7f741,
32,619874001,https://armeps.am/ppcm/public/contracts/download-attachment?id=fdb6494f-bdae-4488-bece-532bd60b349f;https://armeps.am/ppcm/public/contracts/download-attachment?id=7a789c09-a707-4cab-b32d-baee67d94fe8,55193706-4215.pdf
33,608301001,https://armeps.am/ppcm/public/contracts/download-attachment?id=fb28bb01-a048-47c3-beea-fe518f4e351e;https://armeps.am/ppcm/public/contracts/download-attachment?id=d9aa0efb-003a-4a07-84ff-2c2b93deaf5b;https://armeps.am/ppcm/public/contracts/download-attachment?id=85a331bc-dbb0-47c2-8b42-3a4be7100593,54572060-4216.pdf
33,608302001,https://armeps.am/ppcm/public/contracts/download-attachment?id=c3443fad-23b5-45b0-9773-4f7201d11051,54564330-4216.pdf
33,609656001,https://armeps.am/ppcm/public/contracts/download-attachment?id=29cb391a-874d-40d9-bcdb-317bd4211a42;https://armeps.am/ppcm/public/contracts/download-attachment?id=7e2cf4cb-bd37-47d7-83f1-f6a70c06c69d;https://armeps.am/ppcm/public/contracts/download-attachment?id=2efd669a-f098-48dc-8930-f6a2235daba0,55581307-4216.pdf;54619421-4216.pdf;54781942-4216.pdf
33,616196001,https://armeps.am/ppcm/public/contracts/download-attachment?id=b19a1e13-e122-4558-b182-3cd9fad3763a;https://armeps.am/ppcm/public/contracts/download-attachment?id=abaf56fa-1d74-43bb-88ad-50aee59f96aa,55582727-4216.pdf;54781488-4216.pdf
33,634352001,https://armeps.am/ppcm/public/contracts/download-attachment?id=7c0b1a5d-87e6-49c1-87e8-a089edb49e45,55676228-4216.pdf
35,619868001,https://armeps.am/ppcm/public/contracts/download-attachment?id=c496aafa-7ff2-4905-b50c-accb6d9dc031;https://armeps.am/ppcm/public/contracts/download-attachment?id=56f2577e-8212-4090-a8bc-9184665c3d4e,
35,619869001,https://armeps.am/ppcm/public/contracts/download-attachment?id=640c4983-e54f-4104-9aee-412b3df4ff2c;https://armeps.am/ppcm/public/contracts/download-attachment?id=b2899159-3105-4372-b292-36e659be0939,
35,619870001,https://armeps.am/ppcm/public/contracts/download-attachment?id=ea69185b-3b15-4cd2-b760-e2bca17e35f2,
